Station	Year 	Stats_Code	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	Annual
4326	2014	40	11.0	3.0	3.0	19.0	10.0	12.0	10.0	10.0	10.0	10.0	8.0	5.0	111.0
4386	2014	00	76.0	3.1	90.5	134.9	76.1	105.6	20.2	16.8	33.2	41.6	55.7	61.4	715.1
4386	2014	01	5.0	1.0	3.0	8.0	5.0	4.0	2.0	3.0	5.0	5.0	6.0	4.0	51.0
4386	2014	40	5.0	1.0	3.0	9.0	5.0	4.0	2.0	3.0	5.0	6.0	6.0	4.0	53.0
4390	2014	00	175.8	15.7	57.5	248.6	55.2	172.1	51.7	84.2	133.0	61.0	44.6	95.2	1194.6
4390	2014	01	10.0	1.0	6.0	16.0	8.0	10.0	8.0	7.0	10.0	9.0	8.0	10.0	103.0
4390	2014	40	12.0	2.0	8.0	19.0	10.0	13.0	10.0	9.0	13.0	11.0	12.0	10.0	129.0
4420	2014	00	66.6	12.2	42.0	-	-	113.8	14.4	-	45.6	22.4	24.4	37.4	-
4420	2014	01	8.0	3.0	5.0	-	-	7.0	2.0	-	5.0	6.0	4.0	5.0	-
4420	2014	40	10.0	4.0	5.0	-	-	12.0	4.0	-	5.0	7.0	5.0	5.0	-
4497	2014	00	53.6	17.9	144.4	330.1	57.1	154.1	21.0	34.2	37.6	65.9	82.8	52.2	1050.9
4497	2014	01	6.0	4.0	7.0	12.0	4.0	10.0	6.0	8.0	5.0	8.0	7.0	8.0	85.0
4497	2014	40	6.0	6.0	9.0	15.0	4.0	10.0	9.0	9.0	6.0	9.0	9.0	9.0	101.0
4505	2014	00	63.5	24.8	141.3	312.3	66.3	160.2	19.8	36.4	37.2	62.1	55.1	55.1	1034.1
4505	2014	01	5.0	7.0	8.0	12.0	5.0	5.0	5.0	8.0	6.0	8.0	7.0	7.0	83.0
4505	2014	40	6.0	7.0	9.0	12.0	5.0	5.0	6.0	11.0	7.0	9.0	7.0	9.0	93.0
4525	2014	00	48.5	15.4	32.9	129.7	69.5	70.6	22.1	35.7	43.2	71.8	80.9	34.6	654.9
4525	2014	01	9.0	4.0	6.0	10.0	10.0	7.0	5.0	7.0	9.0	11.0	9.0	8.0	95.0
4525	2014	40	11.0	7.0	8.0	17.0	10.0	11.0	10.0	12.0	11.0	11.0	11.0	13.0	132.0
4556	2014	00	57.1	22.1	74.6	275.2	80.0	114.7	30.1	35.2	38.0	64.6	43.7	70.5	905.8
4556	2014	01	7.0	4.0	6.0	13.0	8.0	7.0	8.0	7.0	5.0	10.0	6.0	9.0	90.0
4556	2014	40	7.0	6.0	6.0	14.0	8.0	8.0	8.0	8.0	6.0	10.0	6.0	9.0	96.0
4560	2014	00	48.6	23.8	146.5	358.1	90.2	147.7	32.9	44.3	35.4	61.8	45.6	54.6	1089.5
4560	2014	01	9.0	4.0	7.0	14.0	8.0	6.0	8.0	9.0	6.0	7.0	7.0	8.0	93.0
4560	2014	40	11.0	6.0	8.0	15.0	8.0	6.0	8.0	9.0	7.0	9.0	7.0	10.0	104.0
4701	2014	00	52.3	38.7	94.5	186.0	34.5	100.1	25.0	57.7	36.2	50.3	35.7	17.5	728.5
4701	2014	01	6.0	6.0	6.0	15.0	6.0	6.0	5.0	8.0	6.0	8.0	8.0	6.0	86.0
4701	2014	40	9.0	8.0	8.0	21.0	11.0	9.0	8.0	9.0	8.0	15.0	9.0	9.0	124.0
4711	2014	00	74.4	58.0	69.7	225.2	41.2	93.7	19.9	49.1	37.0	42.2	57.3	34.8	802.5
4711	2014	01	7.0	7.0	6.0	15.0	7.0	8.0	4.0	4.0	6.0	10.0	11.0	7.0	92.0
4711	2014	40	9.0	8.0	6.0	15.0	7.0	9.0	5.0	5.0	7.0	12.0	12.0	7.0	102.0
4734	2014	00	105.9	65.0	83.1	250.0	50.2	103.5	17.7	66.0	49.0	42.9	83.2	43.2	959.7
4734	2014	01	9.0	7.0	9.0	18.0	10.0	8.0	3.0	6.0	7.0	12.0	13.0	11.0	113.0
4734	2014	40	9.0	8.0	12.0	18.0	11.0	9.0	7.0	7.0	8.0	14.0	13.0	11.0	127.0
4764	2014	00	40.5	48.3	93.5	301.3	45.8	73.0	35.2	28.8	-	-	52.0	15.4	-
4764	2014	01	3.0	5.0	7.0	17.0	5.0	7.0	8.0	5.0	-	-	8.0	5.0	-
4764	2014	40	8.0	8.0	10.0	19.0	9.0	13.0	11.0	9.0	-	-	11.0	10.0	-
4771	2014	00	77.0	83.0	104.0	278.0	66.0	112.0	22.5	54.5	43.0	65.5	82.0	53.5	1041.0
4771	2014	01	8.0	7.0	9.0	17.0	7.0	8.0	3.0	5.0	4.0	8.0	9.0	7.0	92.0
4771	2014	40	8.0	7.0	9.0	17.0	7.0	8.0	3.0	5.0	4.0	8.0	9.0	7.0	92.0
4772	2014	00	76.0	83.5	83.2	275.5	61.2	106.4	24.8	59.8	42.5	64.1	115.5	65.9	1058.4
4772	2014	01	8.0	9.0	11.0	18.0	9.0	8.0	4.0	7.0	8.0	12.0	14.0	10.0	118.0
4772	2014	40	10.0	14.0	13.0	20.0	12.0	9.0	6.0	8.0	9.0	16.0	14.0	12.0	143.0
4778	2014	00	30.5	58.0	103.0	183.0	56.0	57.2	34.4	27.6	31.1	30.5	49.7	43.7	704.7
4778	2014	01	3.0	8.0	8.0	-	6.0	7.0	10.0	6.0	7.0	7.0	-	9.0	-
4778	2014	40	10.0	9.0	19.0	-	-	11.0	15.0	12.0	11.0	10.0	-	14.0	-
4796	2014	00	19.6	15.4	91.6	180.5	53.9	96.4	14.2	16.7	26.0	34.1	51.8	30.8	631.0
4796	2014	01	4.0	5.0	6.0	10.0	6.0	9.0	7.0	7.0	8.0	6.0	8.0	7.0	83.0
4796	2014	40	5.0	7.0	8.0	16.0	7.0	10.0	9.0	11.0	9.0	10.0	8.0	9.0	109.0
4809	2014	00	56.4	30.9	126.6	246.4	50.9	172.5	37.7	54.1	35.7	49.8	84.5	72.1	1017.6
4809	2014	01	7.0	5.0	8.0	15.0	8.0	8.0	7.0	7.0	7.0	8.0	10.0	8.0	98.0
4809	2014	40	7.0	6.0	8.0	16.0	8.0	8.0	7.0	7.0	7.0	8.0	10.0	8.0	100.0
4836	2014	00	27.8	35.7	135.5	186.4	33.7	100.2	26.3	27.3	25.1	50.5	39.0	21.2	708.7
4836	2014	01	3.0	4.0	7.0	14.0	4.0	7.0	5.0	6.0	6.0	7.0	7.0	7.0	77.0
4836	2014	40	8.0	6.0	10.0	20.0	9.0	11.0	10.0	10.0	8.0	13.0	11.0	10.0	126.0
4843	2014	00	12.2	51.8	123.2	-	-	69.2	36.0	18.4	31.6	20.6	48.0	29.2	-
4843	2014	01	2.0	5.0	6.0	-	-	8.0	10.0	5.0	7.0	7.0	7.0	8.0	-
4843	2014	40	6.0	8.0	11.0	-	-	15.0	16.0	17.0	14.0	12.0	13.0	11.0	-
4851	2014	00	14.7	48.5	139.4	190.8	48.6	66.2	45.6	16.4	23.2	21.8	61.3	22.0	698.5
4851	2014	01	3.0	6.0	8.0	14.0	5.0	9.0	10.0	4.0	6.0	8.0	11.0	7.0	91.0
4851	2014	40	5.0	7.0	8.0	15.0	6.0	9.0	10.0	6.0	6.0	9.0	11.0	8.0	100.0
4900	2014	00	32.5	47.8	266.6	262.6	44.0	53.3	83.8	40.7	41.0	35.7	84.9	30.4	1023.3
4900	2014	01	6.0	7.0	8.0	15.0	5.0	7.0	14.0	8.0	9.0	8.0	13.0	9.0	109.0
4900	2014	40	17.0	15.0	12.0	22.0	10.0	14.0	20.0	18.0	25.0	16.0	24.0	22.0	215.0
4917	2014	00	16.3	37.4	136.9	155.0	38.5	38.4	63.4	23.7	20.0	25.4	62.4	30.3	647.7
4917	2014	01	2.0	6.0	9.0	16.0	6.0	9.0	13.0	8.0	6.0	9.0	11.0	8.0	103.0
4917	2014	40	7.0	10.0	9.0	19.0	9.0	13.0	20.0	14.0	8.0	11.0	14.0	15.0	149.0
4925	2014	00	38.6	75.7	275.4	395.6	59.4	26.9	106.8	83.1	47.1	37.5	94.5	25.9	1266.5
4925	2014	01	5.0	6.0	8.0	14.0	5.0	8.0	12.0	11.0	6.0	6.0	11.0	7.0	99.0
4925	2014	40	5.0	7.0	8.0	15.0	7.0	8.0	12.0	11.0	9.0	9.0	13.0	9.0	113.0
4939	2014	00	26.6	56.2	92.1	195.7	35.4	21.7	86.1	36.0	26.5	24.5	61.6	18.7	681.1
4939	2014	01	4.0	7.0	8.0	13.0	6.0	6.0	12.0	9.0	7.0	5.0	11.0	6.0	94.0
4939	2014	40	11.0	8.0	10.0	21.0	12.0	16.0	22.0	14.0	12.0	15.0	15.0	10.0	166.0
4970	2014	00	53.0	14.2	37.1	236.0	61.2	101.7	20.8	50.4	16.8	45.9	57.4	12.0	706.5
4970	2014	01	5.0	3.0	6.0	12.0	11.0	11.0	5.0	5.0	6.0	9.0	10.0	4.0	87.0
4970	2014	40	9.0	5.0	10.0	17.0	16.0	13.0	7.0	13.0	9.0	14.0	13.0	9.0	135.0
5021	2014	00	62.0	79.5	86.7	181.5	72.1	84.7	14.1	16.9	34.8	55.7	30.0	52.2	770.2
5021	2014	01	11.0	10.0	12.0	19.0	-	8.0	3.0	5.0	8.0	10.0	7.0	6.0	-
5021	2014	40	12.0	12.0	12.0	22.0	-	9.0	5.0	6.0	9.0	12.0	9.0	8.0	-
5022	2014	00	51.6	45.8	67.9	181.9	47.8	76.8	7.5	17.5	25.5	32.9	27.8	41.0	624.0
5022	2014	01	9.0	7.0	10.0	14.0	7.0	11.0	3.0	4.0	7.0	5.0	6.0	6.0	89.0
5022	2014	40	10.0	8.0	11.0	19.0	9.0	14.0	3.0	4.0	8.0	6.0	8.0	7.0	107.0
5033	2014	00	63.8	52.0	45.6	179.8	66.3	38.9	19.7	29.4	20.2	19.9	27.0	31.2	593.8
5033	2014	01	8.0	4.0	8.0	13.0	8.0	8.0	4.0	6.0	5.0	6.0	6.0	7.0	83.0
5033	2014	40	10.0	8.0	10.0	14.0	9.0	11.0	5.0	8.0	8.0	8.0	9.0	9.0	109.0
5061	2014	00	28.5	31.5	57.7	174.4	45.2	65.0	21.3	28.5	33.0	25.6	56.3	16.2	583.2
5061	2014	01	4.0	4.0	7.0	12.0	6.0	7.0	4.0	4.0	5.0	6.0	9.0	5.0	73.0
5061	2014	40	10.0	7.0	13.0	18.0	9.0	13.0	6.0	8.0	8.0	11.0	12.0	8.0	123.0
5065	2014	00	25.7	35.4	32.5	180.1	45.6	46.6	27.2	22.4	20.8	23.8	50.9	22.8	533.8
5065	2014	01	3.0	4.0	4.0	15.0	4.0	8.0	5.0	4.0	4.0	8.0	9.0	5.0	73.0
5065	2014	40	5.0	7.0	5.0	16.0	4.0	9.0	5.0	4.0	6.0	9.0	9.0	7.0	86.0
5070	2014	00	10.9	19.2	14.2	165.9	51.7	55.7	10.7	21.7	21.9	37.8	31.6	-	-
5070	2014	01	4.0	3.0	5.0	12.0	4.0	7.0	2.0	4.0	5.0	9.0	7.0	-	-
5070	2014	40	7.0	4.0	8.0	15.0	6.0	8.0	5.0	7.0	6.0	11.0	10.0	-	-
5086	2014	00	20.4	23.6	26.8	106.4	31.4	44.8	-	13.8	26.6	27.2	29.6	16.2	-
5086	2014	01	6.0	4.0	5.0	12.0	3.0	6.0	-	4.0	6.0	10.0	7.0	4.0	-
5086	2014	40	8.0	4.0	13.0	20.0	12.0	14.0	-	10.0	9.0	12.0	9.0	8.0	-
5100	2014	00	19.7	32.6	25.2	31.1	28.4	29.4	6.8	-	20.7	16.1	-	-	-
5100	2014	01	7.0	5.0	2.0	7.0	4.0	6.0	2.0	-	4.0	6.0	-	-	-
5100	2014	40	10.0	8.0	10.0	15.0	8.0	8.0	5.0	-	6.0	11.0	-	-	-
5155	2014	00	208.3	48.0	61.2	72.5	336.3	154.7	116.5	116.3	88.9	149.0	184.7	61.0	1597.4
5155	2014	01	16.0	5.0	7.0	9.0	13.0	12.0	10.0	7.0	6.0	10.0	12.0	4.0	111.0
5155	2014	40	16.0	7.0	9.0	10.0	13.0	13.0	10.0	8.0	8.0	12.0	13.0	4.0	123.0
5183	2014	00	280.6	71.2	54.8	177.7	354.1	303.0	221.6	185.7	171.7	222.7	257.0	160.7	2460.8
5183	2014	01	-	6.0	6.0	14.0	19.0	15.0	9.0	7.0	10.0	14.0	-	6.0	-
5183	2014	40	-	6.0	6.0	15.0	20.0	16.0	11.0	7.0	10.0	14.0	-	7.0	-
5219	2014	00	65.9	6.2	16.6	57.2	144.7	127.3	55.8	70.2	27.4	48.4	55.1	18.7	693.5
5219	2014	01	11.0	4.0	5.0	8.0	12.0	8.0	8.0	6.0	5.0	7.0	7.0	4.0	85.0
5219	2014	40	12.0	4.0	7.0	10.0	14.0	11.0	9.0	8.0	5.0	7.0	8.0	5.0	100.0
5323	2014	00	48.5	47.5	97.5	160.3	77.5	18.0	38.0	16.3	25.4	18.1	35.2	9.3	591.6
5323	2014	01	7.0	6.0	9.0	15.0	10.0	3.0	4.0	4.0	7.0	7.0	6.0	3.0	81.0
5323	2014	40	11.0	9.0	10.0	17.0	14.0	10.0	10.0	9.0	9.0	9.0	14.0	9.0	131.0
5356	2014	00	53.4	74.2	60.4	81.0	79.3	14.7	23.1	36.5	36.1	61.5	68.5	36.8	625.5
5356	2014	01	12.0	8.0	8.0	15.0	14.0	5.0	8.0	9.0	10.0	16.0	15.0	7.0	127.0
5356	2014	40	15.0	13.0	9.0	18.0	16.0	10.0	14.0	11.0	13.0	21.0	16.0	12.0	168.0
5371	2014	00	76.8	74.5	105.0	179.6	94.6	23.4	45.5	57.4	49.7	55.3	67.5	40.5	869.8
5371	2014	01	11.0	10.0	10.0	15.0	13.0	7.0	9.0	10.0	11.0	14.0	14.0	4.0	128.0
5371	2014	40	18.0	14.0	14.0	20.0	19.0	14.0	19.0	15.0	14.0	22.0	21.0	13.0	203.0
5396	2014	00	76.9	69.5	63.8	66.0	90.5	23.9	29.0	44.8	50.0	82.7	95.9	34.9	727.9
5396	2014	01	13.0	12.0	9.0	14.0	14.0	8.0	10.0	10.0	10.0	16.0	16.0	7.0	139.0
5396	2014	40	16.0	15.0	10.0	17.0	17.0	10.0	15.0	11.0	12.0	19.0	23.0	11.0	176.0
5400	2014	00	73.9	72.8	97.2	157.2	88.8	16.6	33.6	36.0	44.0	47.6	70.0	34.8	772.5
5400	2014	01	10.0	8.0	8.0	14.0	13.0	5.0	8.0	8.0	11.0	12.0	16.0	4.0	117.0
5400	2014	40	17.0	12.0	12.0	17.0	15.0	10.0	16.0	10.0	12.0	19.0	21.0	12.0	173.0
5436	2014	00	160.1	25.7	51.9	125.5	207.0	32.3	121.8	145.0	52.3	185.4	153.6	71.8	1332.4
5436	2014	01	13.0	3.0	7.0	-	15.0	10.0	14.0	11.0	7.0	15.0	14.0	7.0	-
5436	2014	40	15.0	7.0	10.0	-	18.0	11.0	17.0	11.0	11.0	15.0	16.0	9.0	-
5519	2014	00	85.3	36.2	63.3	85.7	106.2	31.8	111.4	138.5	42.9	107.7	107.9	51.8	968.7
5519	2014	01	14.0	9.0	9.0	11.0	17.0	8.0	17.0	13.0	8.0	19.0	22.0	10.0	157.0
5519	2014	40	16.0	9.0	13.0	14.0	19.0	9.0	20.0	14.0	10.0	23.0	22.0	13.0	182.0
5645	2014	00	55.4	17.6	42.6	63.2	61.8	6.7	36.0	41.0	27.5	66.9	47.5	15.1	481.3
5645	2014	01	9.0	4.0	5.0	5.0	10.0	3.0	12.0	10.0	5.0	13.0	12.0	6.0	94.0
5645	2014	40	11.0	7.0	5.0	7.0	11.0	7.0	14.0	11.0	5.0	15.0	12.0	6.0	111.0
5768	2014	00	84.8	40.2	49.8	107.7	120.3	40.4	106.3	115.2	46.6	152.4	123.2	65.7	1052.6
5768	2014	01	17.0	8.0	8.0	13.0	15.0	8.0	17.0	10.0	8.0	21.0	20.0	12.0	157.0
5768	2014	40	18.0	10.0	11.0	13.0	17.0	12.0	19.0	13.0	11.0	24.0	22.0	14.0	184.0
5814	2014	00	95.4	58.8	48.0	99.9	141.7	57.4	78.7	110.2	52.8	119.8	181.2	68.6	1112.5
5814	2014	01	15.0	11.0	6.0	10.0	17.0	11.0	14.0	13.0	10.0	20.0	22.0	10.0	159.0
5814	2014	40	21.0	14.0	17.0	15.0	23.0	16.0	20.0	21.0	15.0	25.0	24.0	12.0	223.0
5823	2014	00	95.0	40.4	34.6	83.0	141.2	52.6	86.2	90.6	40.6	111.8	178.6	62.4	1017.0
5823	2014	01	16.0	11.0	9.0	10.0	16.0	12.0	14.0	13.0	9.0	18.0	21.0	7.0	156.0
5823	2014	40	20.0	12.0	16.0	15.0	23.0	18.0	22.0	16.0	14.0	26.0	24.0	13.0	219.0
5839	2014	00	113.8	56.2	50.2	75.5	144.3	33.1	81.7	87.0	46.4	88.5	138.2	37.5	952.4
5839	2014	01	11.0	7.0	7.0	9.0	14.0	8.0	13.0	11.0	9.0	18.0	18.0	5.0	130.0
5839	2014	40	12.0	7.0	9.0	10.0	16.0	8.0	13.0	11.0	10.0	20.0	20.0	8.0	144.0
5846	2014	00	161.4	69.1	100.5	91.6	141.2	58.7	105.3	109.5	57.2	-	0.0	67.1	-
5846	2014	01	20.0	8.0	8.0	12.0	15.0	8.0	18.0	14.0	8.0	-	0.0	7.0	-
5846	2014	40	22.0	10.0	14.0	14.0	17.0	15.0	19.0	16.0	12.0	-	0.0	10.0	-
5849	2014	00	78.2	57.3	49.8	99.9	108.5	37.2	53.9	62.7	38.0	87.4	118.1	37.9	828.9
5849	2014	01	14.0	10.0	7.0	12.0	14.0	8.0	16.0	11.0	7.0	14.0	21.0	10.0	144.0
5849	2014	40	16.0	10.0	7.0	17.0	18.0	12.0	19.0	14.0	12.0	20.0	25.0	13.0	183.0
6174	2014	00	116.4	151.0	65.8	45.4	158.6	67.8	157.2	87.2	82.4	126.0	143.0	118.2	1319.0
6174	2014	01	24.0	16.0	15.0	9.0	21.0	16.0	22.0	20.0	17.0	24.0	22.0	13.0	219.0
6174	2014	40	27.0	22.0	26.0	22.0	28.0	29.0	29.0	29.0	25.0	28.0	27.0	24.0	316.0
4053	2015	00	145.0	156.7	144.7	325.8	331.7	-	-	-	-	-	-	-	-
4053	2015	01	9.0	-	8.0	16.0	15.0	-	-	-	-	-	-	-	-
4053	2015	40	10.0	-	14.0	21.0	18.0	-	-	-	-	-	-	-	-
4054	2015	00	176.6	255.6	206.3	483.5	508.7	-	-	-	-	-	-	-	-
4054	2015	01	9.0	10.0	10.0	19.0	15.0	-	-	-	-	-	-	-	-
4054	2015	40	14.0	16.0	18.0	22.0	18.0	-	-	-	-	-	-	-	-
4107	2015	00	622.0	530.3	285.9	859.9	895.6	718.8	-	-	-	-	-	-	-
4107	2015	01	16.0	13.0	13.0	18.0	20.0	20.0	-	-	-	-	-	-	-
4107	2015	40	16.0	13.0	16.0	20.0	21.0	22.0	-	-	-	-	-	-	-
4236	2015	00	12.3	25.6	64.1	106.1	25.7	-	-	-	-	-	-	-	-
4236	2015	01	3.0	5.0	6.0	10.0	4.0	-	-	-	-	-	-	-	-
4236	2015	40	4.0	8.0	8.0	12.0	6.0	-	-	-	-	-	-	-	-
4241	2015	00	10.3	26.6	79.8	116.6	36.6	112.9	-	-	-	-	-	-	-
4241	2015	01	3.0	5.0	7.0	13.0	3.0	8.0	-	-	-	-	-	-	-
4241	2015	40	5.0	6.0	11.0	14.0	6.0	13.0	-	-	-	-	-	-	-
4270	2015	00	22.1	28.5	115.1	194.0	71.8	-	-	-	-	-	-	-	-
4270	2015	01	4.0	5.0	9.0	13.0	5.0	-	-	-	-	-	-	-	-
4270	2015	40	5.0	7.0	9.0	16.0	7.0	-	-	-	-	-	-	-	-
4319	2015	00	3.8	19.0	85.7	83.4	18.5	-	-	-	-	-	-	-	-
4319	2015	01	3.0	4.0	7.0	9.0	3.0	-	-	-	-	-	-	-	-
4319	2015	40	5.0	6.0	8.0	12.0	5.0	-	-	-	-	-	-	-	-
4326	2015	00	4.2	15.2	41.4	71.4	29.0	97.8	-	-	-	-	-	-	-
4326	2015	01	2.0	4.0	5.0	10.0	6.0	7.0	-	-	-	-	-	-	-
4326	2015	40	5.0	6.0	6.0	11.0	6.0	11.0	-	-	-	-	-	-	-
4386	2015	00	22.1	22.4	72.4	77.4	-	-	-	-	-	-	-	-	-
4386	2015	01	2.0	3.0	4.0	8.0	-	-	-	-	-	-	-	-	-
4386	2015	40	2.0	3.0	4.0	8.0	-	-	-	-	-	-	-	-	-
4390	2015	00	11.1	60.2	62.0	176.7	146.1	-	-	-	-	-	-	-	-
4390	2015	01	3.0	6.0	8.0	10.0	9.0	-	-	-	-	-	-	-	-
4390	2015	40	3.0	7.0	10.0	12.0	12.0	-	-	-	-	-	-	-	-
4420	2015	00	1.0	17.6	29.6	45.8	17.4	-	-	-	-	-	-	-	-
4420	2015	01	0.0	2.0	3.0	6.0	2.0	-	-	-	-	-	-	-	-
4420	2015	40	2.0	3.0	4.0	8.0	4.0	-	-	-	-	-	-	-	-
4497	2015	00	26.3	25.3	15.2	48.7	10.8	-	-	-	-	-	-	-	-
4497	2015	01	4.0	4.0	4.0	10.0	4.0	-	-	-	-	-	-	-	-
4497	2015	40	7.0	7.0	4.0	11.0	6.0	-	-	-	-	-	-	-	-
4505	2015	00	37.0	-	18.9	48.2	-	-	-	-	-	-	-	-	-
4505	2015	01	5.0	-	3.0	10.0	-	-	-	-	-	-	-	-	-
4505	2015	40	7.0	-	3.0	11.0	-	-	-	-	-	-	-	-	-
4525	2015	00	4.6	10.9	21.5	39.0	9.1	-	-	-	-	-	-	-	-
4525	2015	01	1.0	2.0	5.0	9.0	2.0	-	-	-	-	-	-	-	-
4525	2015	40	5.0	4.0	11.0	16.0	5.0	-	-	-	-	-	-	-	-
4556	2015	00	1.6	-	-	-	-	-	-	-	-	-	-	-	-
4556	2015	01	1.0	-	-	-	-	-	-	-	-	-	-	-	-
4556	2015	40	3.0	-	-	-	-	-	-	-	-	-	-	-	-
4560	2015	00	7.5	34.1	30.0	35.3	17.9	-	-	-	-	-	-	-	-
4560	2015	01	2.0	5.0	6.0	9.0	5.0	-	-	-	-	-	-	-	-
4560	2015	40	3.0	6.0	8.0	9.0	6.0	-	-	-	-	-	-	-	-
4701	2015	00	13.8	20.3	60.8	82.5	23.4	-	-	-	-	-	-	-	-
4701	2015	01	6.0	4.0	12.0	12.0	6.0	-	-	-	-	-	-	-	-
4701	2015	40	8.0	9.0	14.0	15.0	9.0	-	-	-	-	-	-	-	-
4711	2015	00	18.9	49.2	76.7	103.0	-	-	-	-	-	-	-	-	-
4711	2015	01	7.0	7.0	11.0	11.0	-	-	-	-	-	-	-	-	-
4711	2015	40	7.0	7.0	12.0	11.0	-	-	-	-	-	-	-	-	-
4734	2015	00	24.1	57.2	93.0	116.0	12.4	-	-	-	-	-	-	-	-
4734	2015	01	6.0	8.0	15.0	11.0	4.0	-	-	-	-	-	-	-	-
4734	2015	40	9.0	9.0	15.0	14.0	7.0	-	-	-	-	-	-	-	-
4764	2015	00	17.6	50.6	48.4	99.6	9.2	104.0	-	-	-	-	-	-	-
4764	2015	01	5.0	5.0	9.0	11.0	2.0	7.0	-	-	-	-	-	-	-
4764	2015	40	10.0	7.0	14.0	12.0	6.0	10.0	-	-	-	-	-	-	-
4771	2015	00	42.0	67.5	106.5	133.0	2.0	-	-	-	-	-	-	-	-
4771	2015	01	8.0	7.0	11.0	9.0	1.0	-	-	-	-	-	-	-	-
4771	2015	40	8.0	7.0	11.0	9.0	1.0	-	-	-	-	-	-	-	-
4772	2015	00	46.6	57.8	124.1	129.7	8.8	-	-	-	-	-	-	-	-
4772	2015	01	13.0	7.0	15.0	13.0	4.0	-	-	-	-	-	-	-	-
4772	2015	40	13.0	9.0	18.0	14.0	7.0	-	-	-	-	-	-	-	-
4778	2015	00	18.5	54.3	55.0	127.2	5.7	-	-	-	-	-	-	-	-
4778	2015	01	4.0	8.0	10.0	11.0	4.0	-	-	-	-	-	-	-	-
4778	2015	40	12.0	11.0	14.0	15.0	5.0	-	-	-	-	-	-	-	-
4796	2015	00	12.9	14.1	18.3	45.8	13.8	-	-	-	-	-	-	-	-
4796	2015	01	1.0	3.0	3.0	7.0	5.0	-	-	-	-	-	-	-	-
4796	2015	40	2.0	4.0	6.0	10.0	6.0	-	-	-	-	-	-	-	-
4809	2015	00	19.3	22.3	61.1	128.4	31.4	-	-	-	-	-	-	-	-
4809	2015	01	4.0	6.0	7.0	11.0	7.0	-	-	-	-	-	-	-	-
4809	2015	40	5.0	7.0	9.0	12.0	7.0	-	-	-	-	-	-	-	-
4836	2015	00	7.2	17.7	57.0	-	-	-	-	-	-	-	-	-	-
4836	2015	01	2.0	4.0	9.0	-	-	-	-	-	-	-	-	-	-
4836	2015	40	6.0	4.0	15.0	-	-	-	-	-	-	-	-	-	-
4843	2015	00	18.0	11.4	-	64.0	17.0	80.2	-	-	-	-	-	-	-
4843	2015	01	4.0	3.0	-	9.0	4.0	10.0	-	-	-	-	-	-	-
4843	2015	40	7.0	5.0	-	15.0	12.0	15.0	-	-	-	-	-	-	-
4851	2015	00	7.8	15.5	57.4	88.9	10.2	-	-	-	-	-	-	-	-
4851	2015	01	3.0	3.0	9.0	10.0	4.0	-	-	-	-	-	-	-	-
4851	2015	40	5.0	4.0	10.0	12.0	5.0	-	-	-	-	-	-	-	-
4900	2015	00	17.6	20.1	70.0	112.4	38.7	-	-	-	-	-	-	-	-
4900	2015	01	7.0	2.0	9.0	10.0	6.0	-	-	-	-	-	-	-	-
4900	2015	40	12.0	10.0	15.0	20.0	13.0	-	-	-	-	-	-	-	-
4917	2015	00	6.9	27.2	47.5	117.5	-	-	-	-	-	-	-	-	-
4917	2015	01	3.0	5.0	10.0	13.0	-	-	-	-	-	-	-	-	-
4917	2015	40	8.0	8.0	18.0	17.0	-	-	-	-	-	-	-	-	-
4925	2015	00	14.2	22.8	72.7	166.2	-	-	-	-	-	-	-	-	-
4925	2015	01	3.0	6.0	8.0	15.0	-	-	-	-	-	-	-	-	-
4925	2015	40	4.0	8.0	10.0	15.0	-	-	-	-	-	-	-	-	-
4939	2015	00	13.8	11.8	56.2	107.4	42.7	-	-	-	-	-	-	-	-
4939	2015	01	3.0	3.0	7.0	10.0	5.0	-	-	-	-	-	-	-	-
4939	2015	40	7.0	5.0	15.0	17.0	10.0	-	-	-	-	-	-	-	-
4970	2015	00	6.6	13.7	38.0	97.6	41.3	-	-	-	-	-	-	-	-
4970	2015	01	2.0	3.0	7.0	8.0	7.0	-	-	-	-	-	-	-	-
4970	2015	40	3.0	6.0	8.0	16.0	11.0	-	-	-	-	-	-	-	-
5021	2015	00	54.2	42.5	70.0	82.9	7.1	-	-	-	-	-	-	-	-
5021	2015	01	9.0	5.0	10.0	11.0	3.0	-	-	-	-	-	-	-	-
5021	2015	40	14.0	12.0	17.0	16.0	7.0	-	-	-	-	-	-	-	-
5022	2015	00	27.0	25.8	51.0	71.9	-	-	-	-	-	-	-	-	-
5022	2015	01	7.0	3.0	7.0	9.0	-	-	-	-	-	-	-	-	-
5022	2015	40	8.0	5.0	10.0	9.0	-	-	-	-	-	-	-	-	-
5033	2015	00	11.3	28.2	42.0	61.8	6.2	-	-	-	-	-	-	-	-
5033	2015	01	3.0	5.0	8.0	8.0	2.0	-	-	-	-	-	-	-	-
5033	2015	40	9.0	8.0	9.0	9.0	4.0	-	-	-	-	-	-	-	-
5061	2015	00	21.6	18.1	57.5	90.9	4.4	-	-	-	-	-	-	-	-
5061	2015	01	4.0	5.0	11.0	12.0	1.0	-	-	-	-	-	-	-	-
5061	2015	40	12.0	7.0	17.0	13.0	3.0	-	-	-	-	-	-	-	-
