Station	Year 	Stats_Code	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	Annual
3909	2013	40	14.0	5.0	11.0	20.0	17.0	16.0	20.0	22.0	19.0	26.0	13.0	19.0	202.0
3950	2013	00	187.0	35.8	67.7	224.3	122.9	223.6	200.7	135.0	213.5	278.3	77.8	135.5	1902.1
3950	2013	01	11.0	2.0	8.0	16.0	11.0	14.0	16.0	16.0	17.0	22.0	8.0	14.0	155.0
3950	2013	40	12.0	5.0	11.0	19.0	14.0	15.0	20.0	18.0	19.0	25.0	10.0	17.0	185.0
3992	2013	00	326.4	48.0	140.9	268.6	171.0	284.6	303.6	262.4	404.3	629.9	189.4	357.0	3386.1
3992	2013	01	11.0	4.0	7.0	18.0	14.0	-	16.0	17.0	-	22.0	10.0	16.0	-
3992	2013	40	15.0	6.0	7.0	19.0	14.0	-	19.0	20.0	-	24.0	11.0	18.0	-
1041	2014	00	39.3	21.1	68.2	-	77.4	269.7	309.3	170.8	115.3	118.4	94.6	149.7	-
1041	2014	01	7.0	4.0	5.0	-	13.0	16.0	20.0	14.0	15.0	14.0	14.0	11.0	-
1041	2014	40	9.0	10.0	9.0	-	17.0	21.0	24.0	19.0	20.0	16.0	20.0	13.0	-
1056	2014	00	85.8	126.6	57.8	131.2	30.8	248.8	-	-	161.4	91.2	41.8	-	-
1056	2014	01	4.0	8.0	4.0	9.0	5.0	10.0	-	-	16.0	10.0	8.0	-	-
1056	2014	40	5.0	9.0	7.0	12.0	11.0	19.0	-	-	19.0	13.0	14.0	-	-
1287	2014	00	17.0	126.6	74.2	82.2	23.8	247.0	-	260.0	129.4	86.2	46.4	185.4	-
1287	2014	01	3.0	7.0	5.0	9.0	7.0	14.0	-	16.0	16.0	10.0	12.0	12.0	-
1287	2014	40	6.0	9.0	8.0	15.0	14.0	21.0	-	21.0	18.0	14.0	15.0	15.0	-
1340	2014	00	27.2	20.8	26.6	38.8	49.0	153.6	143.8	157.2	105.6	78.8	40.2	132.2	973.8
1340	2014	01	5.0	4.0	5.0	8.0	8.0	14.0	20.0	16.0	17.0	9.0	9.0	10.0	125.0
1340	2014	40	8.0	7.0	9.0	11.0	14.0	26.0	28.0	21.0	19.0	16.0	14.0	17.0	190.0
1423	2014	00	51.4	20.2	31.6	139.8	77.6	184.5	124.3	164.1	165.1	127.7	82.8	108.4	1277.5
1423	2014	01	7.0	5.0	5.0	15.0	11.0	14.0	16.0	15.0	17.0	14.0	14.0	9.0	142.0
1423	2014	40	12.0	9.0	9.0	18.0	17.0	22.0	24.0	19.0	20.0	18.0	21.0	15.0	204.0
1496	2014	00	92.5	26.0	33.5	108.5	42.5	266.5	188.0	145.0	156.0	109.5	76.5	98.0	1342.5
1496	2014	01	-	3.0	5.0	12.0	9.0	-	15.0	13.0	15.0	11.0	14.0	12.0	-
1496	2014	40	-	3.0	7.0	13.0	10.0	-	15.0	13.0	15.0	11.0	14.0	13.0	-
1516	2014	00	55.7	91.2	66.0	150.5	28.0	297.2	171.4	271.2	199.6	90.1	66.8	274.8	1762.5
1516	2014	01	6.0	7.0	6.0	14.0	9.0	16.0	17.0	15.0	17.0	10.0	14.0	10.0	141.0
1516	2014	40	10.0	16.0	12.0	18.0	15.0	25.0	21.0	21.0	26.0	16.0	27.0	13.0	220.0
1615	2014	00	50.0	64.0	43.0	224.8	28.4	229.0	-	-	-	37.8	35.2	145.2	-
1615	2014	01	5.0	4.0	4.0	15.0	7.0	13.0	-	-	-	8.0	9.0	9.0	-
1615	2014	40	9.0	4.0	6.0	17.0	11.0	15.0	-	-	-	11.0	13.0	10.0	-
1617	2014	00	78.0	96.0	81.0	326.0	110.0	424.0	122.0	250.0	236.0	118.0	88.0	168.0	2097.0
1617	2014	01	7.0	4.0	4.0	10.0	10.0	12.0	8.0	10.0	11.0	8.0	8.0	7.0	99.0
1617	2014	40	7.0	4.0	4.0	10.0	10.0	12.0	8.0	10.0	11.0	8.0	8.0	7.0	99.0
1625	2014	00	60.3	89.9	63.3	261.0	62.7	368.1	82.4	117.1	159.3	51.5	56.0	-	-
1625	2014	01	7.0	5.0	3.0	18.0	10.0	14.0	9.0	11.0	19.0	11.0	10.0	-	-
1625	2014	40	12.0	9.0	8.0	21.0	14.0	24.0	15.0	14.0	23.0	17.0	17.0	-	-
1664	2014	00	74.5	124.2	46.6	268.8	81.3	198.0	34.8	81.7	163.4	60.6	44.2	191.7	1369.8
1664	2014	01	4.0	4.0	3.0	11.0	7.0	12.0	7.0	7.0	13.0	9.0	6.0	11.0	94.0
1664	2014	40	6.0	4.0	6.0	15.0	10.0	13.0	9.0	10.0	16.0	12.0	8.0	13.0	122.0
1673	2014	00	44.6	47.8	39.6	207.0	70.4	-	47.4	70.2	144.0	43.4	41.8	176.2	-
1673	2014	01	6.0	4.0	3.0	10.0	8.0	-	4.0	6.0	13.0	8.0	7.0	10.0	-
1673	2014	40	8.0	4.0	4.0	17.0	9.0	-	11.0	12.0	18.0	13.0	10.0	13.0	-
1786	2014	00	52.0	13.5	104.0	253.5	72.5	132.0	63.0	94.7	161.0	84.5	68.5	125.0	1224.2
1786	2014	01	7.0	4.0	5.0	13.0	11.0	16.0	7.0	10.0	15.0	10.0	12.0	8.0	118.0
1786	2014	40	7.0	4.0	7.0	13.0	11.0	17.0	8.0	14.0	20.0	11.0	12.0	10.0	134.0
1857	2014	00	20.9	17.6	26.7	128.2	35.4	106.3	41.1	84.5	85.4	55.5	54.1	38.4	694.1
1857	2014	01	7.0	2.0	4.0	15.0	7.0	9.0	8.0	11.0	11.0	10.0	8.0	7.0	99.0
1857	2014	40	8.0	4.0	6.0	16.0	9.0	12.0	10.0	14.0	15.0	12.0	10.0	9.0	125.0
1858	2014	00	24.8	20.2	19.6	104.4	35.8	80.0	31.4	72.2	-	63.0	49.6	37.4	-
1858	2014	01	6.0	3.0	4.0	12.0	7.0	9.0	7.0	10.0	-	10.0	9.0	7.0	-
1858	2014	40	9.0	5.0	5.0	21.0	11.0	13.0	11.0	15.0	-	15.0	10.0	11.0	-
1904	2014	00	130.2	17.4	12.3	202.3	73.2	209.4	67.7	171.1	376.7	112.5	114.9	153.3	1641.0
1904	2014	01	10.0	5.0	5.0	15.0	9.0	15.0	9.0	14.0	19.0	10.0	12.0	9.0	132.0
1904	2014	40	11.0	7.0	6.0	20.0	10.0	16.0	13.0	18.0	20.0	13.0	12.0	12.0	158.0
1962	2014	00	42.0	11.0	25.2	107.8	79.6	182.6	92.4	139.6	174.8	91.2	58.8	64.6	1069.6
1962	2014	01	6.0	4.0	7.0	11.0	9.0	10.0	15.0	13.0	16.0	10.0	10.0	7.0	118.0
1962	2014	40	13.0	6.0	8.0	15.0	12.0	19.0	20.0	17.0	17.0	14.0	18.0	12.0	171.0
1965	2014	00	45.8	12.7	35.7	162.3	59.4	198.0	110.3	104.3	132.6	89.9	69.8	99.4	1120.2
1965	2014	01	9.0	3.0	7.0	14.0	9.0	12.0	17.0	12.0	17.0	13.0	14.0	8.0	135.0
1965	2014	40	12.0	4.0	8.0	16.0	12.0	15.0	18.0	16.0	17.0	15.0	14.0	9.0	156.0
2027	2014	00	45.3	15.8	37.8	138.5	110.8	233.5	105.0	130.0	157.9	103.8	132.8	67.7	1278.9
2027	2014	01	12.0	4.0	6.0	14.0	10.0	11.0	11.0	11.0	10.0	13.0	15.0	5.0	122.0
2027	2014	40	12.0	5.0	6.0	15.0	11.0	11.0	12.0	12.0	10.0	13.0	17.0	5.0	129.0
2107	2014	00	38.3	17.6	11.4	182.9	97.8	161.7	111.4	107.9	134.5	109.7	107.2	79.7	1160.1
2107	2014	01	7.0	1.0	5.0	14.0	12.0	15.0	10.0	13.0	14.0	12.0	12.0	8.0	123.0
2107	2014	40	11.0	3.0	5.0	15.0	14.0	17.0	14.0	14.0	15.0	12.0	15.0	13.0	148.0
2112	2014	00	38.6	12.4	6.0	162.0	80.2	198.0	-	-	141.2	-	82.2	78.2	-
2112	2014	01	9.0	3.0	2.0	16.0	10.0	13.0	-	-	14.0	-	14.0	6.0	-
2112	2014	40	13.0	5.0	6.0	18.0	19.0	19.0	-	-	17.0	-	18.0	11.0	-
2195	2014	00	67.6	18.1	10.4	178.3	120.9	-	115.0	120.9	150.4	118.8	130.7	91.2	-
2195	2014	01	12.0	3.0	4.0	16.0	12.0	-	11.0	14.0	17.0	14.0	15.0	10.0	-
2195	2014	40	14.0	6.0	7.0	19.0	19.0	-	19.0	18.0	17.0	17.0	22.0	11.0	-
2250	2014	00	140.9	10.9	32.4	163.5	90.4	171.8	66.8	119.9	100.8	119.9	113.7	-	-
2250	2014	01	-	3.0	5.0	17.0	12.0	12.0	11.0	12.0	-	-	12.0	-	-
2250	2014	40	-	6.0	11.0	24.0	28.0	21.0	-	18.0	-	-	25.0	-	-
2255	2014	00	50.1	10.7	29.0	136.6	92.6	133.8	76.3	109.0	81.2	127.6	106.0	70.8	1023.7
2255	2014	01	8.0	4.0	6.0	15.0	10.0	12.0	9.0	12.0	12.0	16.0	15.0	11.0	130.0
2255	2014	40	12.0	7.0	9.0	20.0	16.0	16.0	12.0	13.0	12.0	18.0	18.0	14.0	167.0
2274	2014	00	263.1	38.7	68.7	463.9	232.1	382.1	170.5	244.8	252.2	266.2	264.5	318.4	2965.2
2274	2014	01	13.0	8.0	10.0	19.0	20.0	20.0	17.0	15.0	19.0	17.0	21.0	13.0	192.0
2274	2014	40	17.0	9.0	11.0	20.0	22.0	22.0	19.0	16.0	23.0	22.0	22.0	15.0	218.0
2305	2014	00	205.5	23.9	36.7	279.3	141.0	278.5	96.0	148.8	157.9	175.5	166.3	153.4	1862.8
2305	2014	01	10.0	6.0	6.0	16.0	15.0	15.0	13.0	12.0	13.0	13.0	17.0	9.0	145.0
2305	2014	40	11.0	6.0	6.0	18.0	17.0	20.0	17.0	15.0	16.0	18.0	21.0	13.0	178.0
2373	2014	00	118.8	45.5	16.3	179.1	91.1	75.9	27.3	106.4	114.5	126.6	109.4	139.0	1149.9
2373	2014	01	-	5.0	5.0	-	11.0	12.0	9.0	12.0	13.0	15.0	16.0	8.0	-
2373	2014	40	-	8.0	5.0	-	15.0	17.0	15.0	15.0	17.0	18.0	21.0	12.0	-
2399	2014	00	111.2	44.9	40.0	206.3	103.6	114.7	92.2	106.4	112.5	102.8	115.0	70.2	1219.8
2399	2014	01	11.0	5.0	8.0	17.0	11.0	13.0	11.0	11.0	12.0	12.0	16.0	7.0	134.0
2399	2014	40	11.0	7.0	8.0	20.0	11.0	13.0	13.0	11.0	13.0	13.0	17.0	10.0	147.0
2510	2014	00	29.7	53.8	50.4	153.2	22.6	92.9	75.3	73.3	81.8	31.3	21.9	50.1	736.3
2510	2014	01	6.0	5.0	5.0	13.0	5.0	10.0	13.0	14.0	12.0	6.0	4.0	8.0	101.0
2510	2014	40	6.0	8.0	8.0	18.0	10.0	12.0	15.0	20.0	20.0	9.0	7.0	10.0	143.0
2527	2014	00	50.2	85.4	39.7	169.8	42.2	59.3	198.9	94.4	96.1	42.8	113.5	47.9	1040.2
2527	2014	01	5.0	5.0	7.0	15.0	5.0	6.0	13.0	16.0	12.0	7.0	9.0	4.0	104.0
2527	2014	40	6.0	6.0	7.0	16.0	6.0	8.0	15.0	17.0	16.0	7.0	10.0	4.0	118.0
2532	2014	00	111.5	61.0	25.7	170.4	89.2	93.2	38.7	109.6	106.2	126.6	123.8	98.5	1154.4
2532	2014	01	12.0	7.0	5.0	18.0	9.0	10.0	7.0	9.0	16.0	12.0	16.0	11.0	132.0
2532	2014	40	13.0	9.0	7.0	19.0	9.0	11.0	13.0	10.0	17.0	16.0	18.0	12.0	154.0
2599	2014	00	152.3	59.4	78.3	360.0	148.2	98.3	121.4	200.3	152.9	92.0	81.1	55.0	1599.2
2599	2014	01	12.0	6.0	7.0	19.0	13.0	9.0	15.0	14.0	13.0	10.0	11.0	6.0	135.0
2599	2014	40	13.0	7.0	8.0	22.0	15.0	15.0	18.0	24.0	20.0	11.0	12.0	9.0	174.0
2631	2014	00	59.0	45.3	40.7	172.4	50.8	60.1	102.6	130.5	88.9	81.6	62.6	54.3	948.8
2631	2014	01	9.0	5.0	5.0	16.0	10.0	10.0	12.0	16.0	12.0	10.0	11.0	7.0	123.0
2631	2014	40	9.0	7.0	8.0	18.0	12.0	12.0	13.0	19.0	15.0	11.0	12.0	9.0	145.0
2633	2014	00	45.2	41.5	45.5	135.8	60.3	55.4	103.2	102.4	74.2	42.1	59.6	26.1	791.3
2633	2014	01	10.0	6.0	7.0	-	9.0	8.0	17.0	17.0	11.0	-	9.0	5.0	-
2633	2014	40	15.0	6.0	8.0	-	10.0	10.0	18.0	19.0	12.0	-	11.0	9.0	-
2810	2014	00	45.4	30.0	69.8	170.4	58.0	154.8	-	162.4	-	42.0	17.2	91.0	-
2810	2014	01	5.0	5.0	8.0	15.0	9.0	9.0	-	13.0	-	7.0	5.0	7.0	-
2810	2014	40	9.0	7.0	9.0	19.0	11.0	14.0	-	19.0	-	11.0	6.0	9.0	-
2973	2014	00	52.3	29.6	52.6	211.9	26.5	153.4	45.5	73.7	140.6	66.4	29.2	84.2	965.9
2973	2014	01	6.0	6.0	7.0	13.0	7.0	7.0	5.0	8.0	11.0	10.0	4.0	10.0	94.0
2973	2014	40	7.0	9.0	8.0	17.0	11.0	12.0	8.0	12.0	15.0	12.0	6.0	11.0	128.0
2980	2014	00	33.8	27.4	39.8	129.0	21.0	63.4	32.6	72.0	102.6	37.0	17.0	82.0	657.6
2980	2014	01	3.0	5.0	3.0	13.0	5.0	5.0	5.0	8.0	12.0	6.0	4.0	7.0	76.0
2980	2014	40	6.0	8.0	6.0	17.0	8.0	9.0	8.0	12.0	15.0	10.0	6.0	9.0	114.0
3011	2014	00	22.3	23.9	32.8	206.2	24.7	118.3	32.5	57.6	65.7	30.6	13.1	75.0	702.7
3011	2014	01	4.0	3.0	4.0	14.0	2.0	7.0	6.0	11.0	9.0	5.0	3.0	7.0	75.0
3011	2014	40	5.0	4.0	6.0	14.0	5.0	12.0	7.0	13.0	13.0	6.0	3.0	7.0	95.0
3037	2014	00	29.4	50.5	61.8	280.2	32.0	149.1	65.7	68.1	99.3	52.8	36.3	83.9	1009.1
3037	2014	01	5.0	7.0	7.0	15.0	6.0	10.0	9.0	14.0	9.0	7.0	5.0	9.0	103.0
3037	2014	40	6.0	8.0	9.0	18.0	9.0	14.0	19.0	18.0	17.0	8.0	7.0	11.0	144.0
3098	2014	00	32.4	30.5	26.9	147.3	17.9	137.4	31.5	42.4	68.4	38.7	17.2	71.8	662.4
3098	2014	01	7.0	2.0	3.0	11.0	4.0	8.0	11.0	12.0	10.0	7.0	6.0	9.0	90.0
3098	2014	40	8.0	6.0	7.0	15.0	9.0	12.0	15.0	17.0	16.0	8.0	9.0	12.0	134.0
3103	2014	00	27.8	57.6	48.0	165.2	24.4	100.0	57.3	56.2	61.8	42.7	34.5	57.5	733.0
3103	2014	01	6.0	6.0	7.0	16.0	7.0	10.0	8.0	14.0	12.0	9.0	7.0	8.0	110.0
3103	2014	40	9.0	7.0	8.0	21.0	12.0	13.0	11.0	19.0	16.0	11.0	12.0	10.0	149.0
3145	2014	00	97.3	15.0	35.0	115.1	134.2	98.6	-	83.8	96.6	54.4	50.0	144.0	-
3145	2014	01	8.0	4.0	4.0	15.0	11.0	10.0	-	11.0	9.0	8.0	9.0	10.0	-
3145	2014	40	10.0	5.0	9.0	21.0	13.0	14.0	-	14.0	13.0	13.0	16.0	15.0	-
3154	2014	00	97.5	31.0	27.5	112.0	106.4	80.4	48.8	99.9	92.8	106.8	95.5	103.1	1001.7
3154	2014	01	12.0	3.0	3.0	15.0	11.0	10.0	8.0	12.0	14.0	11.0	15.0	10.0	124.0
3154	2014	40	12.0	7.0	6.0	20.0	17.0	15.0	11.0	15.0	18.0	17.0	23.0	16.0	177.0
3187	2014	00	90.9	23.2	19.4	91.3	103.4	61.2	35.7	78.1	75.7	76.7	97.4	80.0	833.0
3187	2014	01	13.0	3.0	6.0	15.0	9.0	10.0	6.0	10.0	10.0	10.0	12.0	8.0	112.0
3187	2014	40	13.0	5.0	6.0	19.0	12.0	10.0	9.0	11.0	14.0	12.0	15.0	12.0	138.0
3189	2014	00	98.5	25.5	17.0	107.0	106.5	68.0	49.0	93.0	96.0	86.5	78.5	77.5	903.0
3189	2014	01	12.0	4.0	4.0	-	15.0	12.0	10.0	13.0	13.0	12.0	12.0	10.0	-
3189	2014	40	12.0	8.0	5.0	-	18.0	14.0	11.0	14.0	16.0	14.0	16.0	11.0	-
3213	2014	00	78.2	20.0	29.6	85.9	97.1	57.7	20.2	92.2	87.1	85.2	72.1	79.0	804.3
3213	2014	01	12.0	2.0	3.0	17.0	8.0	10.0	5.0	12.0	11.0	10.0	17.0	7.0	114.0
3213	2014	40	13.0	6.0	7.0	22.0	13.0	11.0	12.0	15.0	16.0	16.0	21.0	12.0	164.0
3243	2014	00	60.0	22.0	10.6	99.6	102.4	73.2	18.6	90.2	85.8	-	98.6	102.0	-
3243	2014	01	11.0	3.0	3.0	18.0	11.0	10.0	5.0	12.0	10.0	-	14.0	8.0	-
3243	2014	40	13.0	6.0	7.0	20.0	18.0	15.0	15.0	15.0	15.0	-	19.0	13.0	-
3255	2014	00	58.4	17.9	14.9	113.9	106.5	77.5	27.7	94.7	77.5	41.3	69.6	84.9	784.8
3255	2014	01	11.0	3.0	4.0	14.0	11.0	9.0	8.0	9.0	13.0	10.0	11.0	6.0	109.0
3255	2014	40	13.0	4.0	7.0	20.0	15.0	10.0	10.0	12.0	14.0	12.0	13.0	14.0	144.0
3275	2014	00	98.4	18.0	31.2	160.8	106.8	-	29.0	97.8	88.4	52.2	-	111.0	-
3275	2014	01	9.0	2.0	6.0	13.0	12.0	-	4.0	9.0	12.0	11.0	-	12.0	-
3275	2014	40	13.0	5.0	9.0	16.0	15.0	-	12.0	14.0	15.0	13.0	-	16.0	-
3307	2014	00	118.0	15.7	44.3	137.5	123.5	111.9	41.8	164.5	123.2	83.2	70.5	200.8	1234.9
3307	2014	01	9.0	5.0	5.0	16.0	12.0	11.0	11.0	13.0	12.0	8.0	12.0	12.0	126.0
3307	2014	40	10.0	6.0	6.0	21.0	15.0	15.0	15.0	14.0	14.0	11.0	16.0	14.0	157.0
3308	2014	00	105.9	12.5	47.7	157.2	148.0	113.7	35.6	155.2	92.8	86.9	73.7	201.8	1231.0
3308	2014	01	9.0	3.0	6.0	15.0	14.0	10.0	10.0	12.0	12.0	10.0	11.0	13.0	125.0
3308	2014	40	10.0	7.0	9.0	19.0	17.0	15.0	12.0	13.0	14.0	14.0	18.0	17.0	165.0
3445	2014	00	99.8	22.2	43.2	-	49.6	67.6	70.0	-	81.8	45.2	32.8	73.0	-
3445	2014	01	9.0	4.0	6.0	-	11.0	11.0	11.0	-	12.0	9.0	7.0	12.0	-
3445	2014	40	11.0	5.0	7.0	-	15.0	15.0	19.0	-	13.0	14.0	10.0	12.0	-
3476	2014	00	112.6	23.8	74.7	114.5	114.5	101.8	100.0	141.6	142.5	84.6	64.0	108.5	1183.1
3476	2014	01	11.0	5.0	6.0	15.0	12.0	12.0	15.0	13.0	11.0	10.0	12.0	11.0	133.0
3476	2014	40	12.0	6.0	9.0	20.0	18.0	16.0	20.0	17.0	18.0	13.0	14.0	16.0	179.0
3652	2014	00	31.8	11.6	40.3	93.8	33.1	60.9	49.1	104.1	79.9	84.5	71.9	41.9	702.9
3652	2014	01	8.0	2.0	6.0	16.0	7.0	8.0	7.0	11.0	13.0	10.0	10.0	8.0	106.0
3652	2014	40	12.0	2.0	8.0	17.0	10.0	10.0	19.0	18.0	18.0	11.0	16.0	14.0	155.0
3694	2014	00	97.8	34.2	22.9	99.5	91.2	65.9	60.8	119.0	86.5	97.3	100.9	75.8	951.8
3694	2014	01	11.0	2.0	3.0	17.0	9.0	10.0	9.0	12.0	12.0	8.0	16.0	7.0	116.0
3694	2014	40	14.0	5.0	5.0	20.0	16.0	13.0	11.0	15.0	14.0	12.0	21.0	11.0	157.0
3715	2014	00	64.0	18.8	11.8	108.8	84.8	83.0	47.4	96.4	105.8	77.4	75.2	75.8	849.2
3715	2014	01	8.0	2.0	3.0	16.0	10.0	8.0	8.0	12.0	10.0	11.0	12.0	7.0	107.0
3715	2014	40	12.0	5.0	4.0	21.0	15.0	12.0	13.0	13.0	14.0	13.0	18.0	9.0	149.0
3737	2014	00	98.8	40.4	45.8	89.5	83.8	64.8	41.8	98.0	83.7	127.3	97.8	64.4	936.1
3737	2014	01	10.0	3.0	4.0	14.0	11.0	9.0	7.0	11.0	13.0	13.0	15.0	8.0	118.0
3737	2014	40	13.0	3.0	5.0	20.0	12.0	10.0	10.0	14.0	14.0	15.0	19.0	10.0	145.0
3909	2014	00	255.3	130.3	102.7	254.8	304.1	403.4	-	131.9	194.6	227.3	329.2	-	-
3909	2014	01	15.0	10.0	8.0	16.0	18.0	18.0	-	11.0	14.0	17.0	21.0	-	-
3909	2014	40	18.0	12.0	10.0	22.0	21.0	19.0	-	13.0	15.0	21.0	24.0	-	-
3950	2014	00	160.8	84.1	54.9	129.9	188.8	268.0	128.4	110.6	102.1	114.9	160.1	115.5	1618.1
3950	2014	01	16.0	11.0	8.0	13.0	16.0	17.0	12.0	11.0	12.0	16.0	19.0	12.0	163.0
3950	2014	40	19.0	11.0	10.0	19.0	20.0	18.0	12.0	12.0	13.0	20.0	21.0	14.0	189.0
3992	2014	00	360.3	159.9	129.6	316.9	479.6	554.0	266.5	220.2	253.1	310.2	558.8	427.0	4036.1
3992	2014	01	16.0	8.0	8.0	14.0	17.0	16.0	12.0	9.0	13.0	16.0	20.0	-	-
3992	2014	40	17.0	11.0	8.0	16.0	17.0	18.0	12.0	9.0	14.0	19.0	22.0	-	-
1041	2015	00	24.4	62.6	59.7	52.0	162.1	77.6	-	-	-	-	-	-	-
1041	2015	01	5.0	8.0	11.0	8.0	17.0	12.0	-	-	-	-	-	-	-
1041	2015	40	5.0	12.0	15.0	12.0	19.0	15.0	-	-	-	-	-	-	-
1056	2015	00	4.4	46.0	64.6	60.2	235.8	68.8	-	-	-	-	-	-	-
1056	2015	01	3.0	7.0	7.0	5.0	16.0	5.0	-	-	-	-	-	-	-
1056	2015	40	6.0	8.0	12.0	13.0	18.0	9.0	-	-	-	-	-	-	-
1287	2015	00	17.8	61.2	75.2	61.8	148.8	83.4	-	-	-	-	-	-	-
1287	2015	01	5.0	7.0	6.0	11.0	14.0	9.0	-	-	-	-	-	-	-
1287	2015	40	6.0	11.0	15.0	13.0	19.0	19.0	-	-	-	-	-	-	-
1340	2015	00	-	40.8	64.4	42.0	120.8	40.6	-	-	-	-	-	-	-
1340	2015	01	-	5.0	8.0	8.0	13.0	8.0	-	-	-	-	-	-	-
1340	2015	40	-	8.0	13.0	16.0	18.0	18.0	-	-	-	-	-	-	-
1423	2015	00	9.4	47.1	143.6	102.4	190.3	-	-	-	-	-	-	-	-
1423	2015	01	3.0	9.0	11.0	10.0	16.0	-	-	-	-	-	-	-	-
1423	2015	40	7.0	11.0	15.0	18.0	21.0	-	-	-	-	-	-	-	-
1496	2015	00	6.0	38.5	92.0	104.4	150.5	-	-	-	-	-	-	-	-
1496	2015	01	2.0	8.0	8.0	-	10.0	-	-	-	-	-	-	-	-
1496	2015	40	3.0	8.0	8.0	-	10.0	-	-	-	-	-	-	-	-
1516	2015	00	32.0	60.1	123.1	154.6	-	-	-	-	-	-	-	-	-
1516	2015	01	6.0	8.0	16.0	10.0	-	-	-	-	-	-	-	-	-
1516	2015	40	9.0	14.0	21.0	21.0	-	-	-	-	-	-	-	-	-
1615	2015	00	8.4	43.8	77.4	116.2	95.4	35.2	-	-	-	-	-	-	-
1615	2015	01	2.0	6.0	12.0	11.0	9.0	6.0	-	-	-	-	-	-	-
1615	2015	40	5.0	11.0	15.0	14.0	12.0	8.0	-	-	-	-	-	-	-
1617	2015	00	29.0	58.0	124.0	228.0	146.0	-	-	-	-	-	-	-	-
1617	2015	01	4.0	7.0	10.0	9.0	8.0	-	-	-	-	-	-	-	-
1617	2015	40	4.0	7.0	10.0	9.0	8.0	-	-	-	-	-	-	-	-
1625	2015	00	26.4	34.5	90.6	213.4	131.5	-	-	-	-	-	-	-	-
1625	2015	01	3.0	6.0	10.0	13.0	11.0	-	-	-	-	-	-	-	-
1625	2015	40	6.0	9.0	19.0	24.0	18.0	-	-	-	-	-	-	-	-
1664	2015	00	19.4	86.9	78.2	115.8	226.7	-	-	-	-	-	-	-	-
1664	2015	01	4.0	9.0	10.0	12.0	10.0	-	-	-	-	-	-	-	-
1664	2015	40	4.0	9.0	14.0	17.0	10.0	-	-	-	-	-	-	-	-
1673	2015	00	14.2	-	41.0	59.8	251.2	-	-	-	-	-	-	-	-
1673	2015	01	4.0	-	9.0	8.0	9.0	-	-	-	-	-	-	-	-
1673	2015	40	4.0	-	12.0	17.0	10.0	-	-	-	-	-	-	-	-
1786	2015	00	13.0	87.5	51.0	114.0	155.5	-	-	-	-	-	-	-	-
1786	2015	01	2.0	8.0	8.0	6.0	11.0	-	-	-	-	-	-	-	-
1786	2015	40	4.0	9.0	9.0	7.0	12.0	-	-	-	-	-	-	-	-
1857	2015	00	34.8	72.1	56.9	104.0	90.3	-	-	-	-	-	-	-	-
1857	2015	01	4.0	5.0	8.0	10.0	7.0	-	-	-	-	-	-	-	-
1857	2015	40	5.0	5.0	9.0	13.0	10.0	-	-	-	-	-	-	-	-
1858	2015	00	32.0	56.8	61.2	88.4	79.2	70.2	-	-	-	-	-	-	-
1858	2015	01	4.0	4.0	9.0	10.0	7.0	9.0	-	-	-	-	-	-	-
1858	2015	40	6.0	6.0	9.0	15.0	9.0	14.0	-	-	-	-	-	-	-
1904	2015	00	28.5	32.9	133.6	194.1	288.6	-	-	-	-	-	-	-	-
1904	2015	01	3.0	8.0	7.0	12.0	12.0	-	-	-	-	-	-	-	-
1904	2015	40	5.0	12.0	9.0	16.0	13.0	-	-	-	-	-	-	-	-
1962	2015	00	13.6	38.0	73.2	-	123.4	88.8	-	-	-	-	-	-	-
1962	2015	01	5.0	8.0	10.0	-	13.0	15.0	-	-	-	-	-	-	-
1962	2015	40	5.0	10.0	13.0	-	20.0	22.0	-	-	-	-	-	-	-
1965	2015	00	7.5	34.2	84.1	180.8	142.0	-	-	-	-	-	-	-	-
1965	2015	01	3.0	8.0	10.0	11.0	14.0	-	-	-	-	-	-	-	-
1965	2015	40	4.0	9.0	12.0	12.0	16.0	-	-	-	-	-	-	-	-
2027	2015	00	1.1	44.8	64.5	179.6	191.6	-	-	-	-	-	-	-	-
2027	2015	01	1.0	8.0	6.0	12.0	14.0	-	-	-	-	-	-	-	-
2027	2015	40	1.0	9.0	9.0	13.0	16.0	-	-	-	-	-	-	-	-
2107	2015	00	-	-	100.7	231.4	171.7	-	-	-	-	-	-	-	-
2107	2015	01	-	-	-	10.0	13.0	-	-	-	-	-	-	-	-
2107	2015	40	-	-	-	12.0	13.0	-	-	-	-	-	-	-	-
2112	2015	00	25.2	46.6	73.2	182.4	153.2	68.0	-	-	-	-	-	-	-
2112	2015	01	2.0	8.0	10.0	12.0	13.0	13.0	-	-	-	-	-	-	-
2112	2015	40	3.0	12.0	10.0	15.0	19.0	17.0	-	-	-	-	-	-	-
2195	2015	00	29.7	53.0	63.3	179.0	162.1	-	-	-	-	-	-	-	-
2195	2015	01	4.0	7.0	10.0	11.0	12.0	-	-	-	-	-	-	-	-
2195	2015	40	4.0	11.0	16.0	18.0	16.0	-	-	-	-	-	-	-	-
2250	2015	00	-	87.1	59.2	191.4	167.4	-	-	-	-	-	-	-	-
2250	2015	01	-	7.0	7.0	12.0	-	-	-	-	-	-	-	-	-
